,timestamp,capital
0,2020-06-04 15:08:00+00:00,1000
1,2020-06-04 15:09:00+00:00,1000
2,2020-06-04 15:10:00+00:00,1000
3,2020-06-04 15:11:00+00:00,1000
4,2020-06-04 15:12:00+00:00,1000
5,2020-06-04 15:13:00+00:00,1000
6,2020-06-04 15:14:00+00:00,1000
7,2020-06-04 15:15:00+00:00,1000
8,2020-06-04 15:16:00+00:00,1000
9,2020-06-04 15:17:00+00:00,1000
10,2020-06-04 15:18:00+00:00,1000
11,2020-06-04 15:19:00+00:00,1000
12,2020-06-04 15:20:00+00:00,1000
13,2020-06-04 15:21:00+00:00,1000
14,2020-06-04 15:22:00+00:00,1000
15,2020-06-04 15:23:00+00:00,1000
16,2020-06-04 15:24:00+00:00,1000
17,2020-06-04 15:25:00+00:00,1000
18,2020-06-04 15:26:00+00:00,1000
19,2020-06-04 15:27:00+00:00,1000
20,2020-06-04 15:28:00+00:00,1000
21,2020-06-04 15:29:00+00:00,1000
22,2020-06-04 15:30:00+00:00,1000
23,2020-06-04 15:31:00+00:00,1000
24,2020-06-04 15:32:00+00:00,1000
25,2020-06-04 15:33:00+00:00,1000
26,2020-06-04 15:34:00+00:00,1000
27,2020-06-04 15:35:00+00:00,1000
28,2020-06-04 15:36:00+00:00,1000
29,2020-06-04 15:37:00+00:00,1000
30,2020-06-04 15:38:00+00:00,1000
31,2020-06-04 15:39:00+00:00,1000
32,2020-06-04 15:40:00+00:00,1000
33,2020-06-04 15:41:00+00:00,1000
34,2020-06-04 15:42:00+00:00,1000
35,2020-06-04 15:43:00+00:00,1000
36,2020-06-04 15:44:00+00:00,1000
37,2020-06-04 15:45:00+00:00,1000
38,2020-06-04 15:46:00+00:00,1000
39,2020-06-04 15:47:00+00:00,1000
40,2020-06-04 15:48:00+00:00,1000
41,2020-06-04 15:49:00+00:00,1000
42,2020-06-04 15:50:00+00:00,1000
43,2020-06-04 15:51:00+00:00,1000
44,2020-06-04 15:52:00+00:00,1000
45,2020-06-04 15:53:00+00:00,1000
46,2020-06-04 15:54:00+00:00,1000
47,2020-06-04 15:55:00+00:00,1000
48,2020-06-04 15:56:00+00:00,1000
49,2020-06-04 15:57:00+00:00,1000
50,2020-06-04 15:58:00+00:00,1000
51,2020-06-04 15:59:00+00:00,1000
52,2020-06-04 16:00:00+00:00,1000
53,2020-06-04 16:01:00+00:00,1000
54,2020-06-04 16:02:00+00:00,1000
55,2020-06-04 16:03:00+00:00,1000
56,2020-06-04 16:04:00+00:00,1000
57,2020-06-04 16:05:00+00:00,1000
58,2020-06-04 16:06:00+00:00,1000
59,2020-06-04 16:07:00+00:00,1000
60,2020-06-04 16:08:00+00:00,1000
61,2020-06-04 16:09:00+00:00,1000
62,2020-06-04 16:10:00+00:00,1000
63,2020-06-04 16:11:00+00:00,1000
64,2020-06-04 16:12:00+00:00,1000
65,2020-06-04 16:13:00+00:00,1000
66,2020-06-04 16:14:00+00:00,1000
67,2020-06-04 16:15:00+00:00,1000
68,2020-06-04 16:16:00+00:00,1000
69,2020-06-04 16:17:00+00:00,1000
70,2020-06-04 16:18:00+00:00,1000
71,2020-06-04 16:19:00+00:00,1000
72,2020-06-04 16:20:00+00:00,1000
73,2020-06-04 16:21:00+00:00,1000
74,2020-06-04 16:22:00+00:00,1000
75,2020-06-04 16:23:00+00:00,1000
76,2020-06-04 16:24:00+00:00,1000
77,2020-06-04 16:25:00+00:00,1000
78,2020-06-04 16:26:00+00:00,1000
79,2020-06-04 16:27:00+00:00,1000
80,2020-06-04 16:28:00+00:00,1000
81,2020-06-04 16:29:00+00:00,1000
82,2020-06-04 16:30:00+00:00,1000
83,2020-06-04 16:31:00+00:00,1000
84,2020-06-04 16:32:00+00:00,1000
85,2020-06-04 16:33:00+00:00,1000
86,2020-06-04 16:34:00+00:00,1000
87,2020-06-04 16:35:00+00:00,1000
88,2020-06-04 16:36:00+00:00,1000
89,2020-06-04 16:37:00+00:00,1000
90,2020-06-04 16:38:00+00:00,1000
91,2020-06-04 16:39:00+00:00,1000
92,2020-06-04 16:40:00+00:00,1000
93,2020-06-04 16:41:00+00:00,1000
94,2020-06-04 16:42:00+00:00,1000
95,2020-06-04 16:43:00+00:00,1000
96,2020-06-04 16:44:00+00:00,1000
97,2020-06-04 16:45:00+00:00,1000
98,2020-06-04 16:46:00+00:00,1000
99,2020-06-04 16:47:00+00:00,1000
100,2020-06-04 16:48:00+00:00,1000
101,2020-06-04 16:49:00+00:00,1000
102,2020-06-04 16:50:00+00:00,1000
103,2020-06-04 16:51:00+00:00,1000
104,2020-06-04 16:52:00+00:00,1000
105,2020-06-04 16:53:00+00:00,1000
106,2020-06-04 16:54:00+00:00,1000
107,2020-06-04 16:55:00+00:00,1000
108,2020-06-04 16:56:00+00:00,1000
109,2020-06-04 16:57:00+00:00,1000
110,2020-06-04 16:58:00+00:00,1000
111,2020-06-04 16:59:00+00:00,1000
112,2020-06-04 17:00:00+00:00,1000
113,2020-06-04 17:01:00+00:00,1000
114,2020-06-04 17:02:00+00:00,1000
115,2020-06-04 17:03:00+00:00,1000
116,2020-06-04 17:04:00+00:00,1000
117,2020-06-04 17:05:00+00:00,1000
118,2020-06-04 17:06:00+00:00,1000
119,2020-06-04 17:07:00+00:00,1000
120,2020-06-04 17:08:00+00:00,1000
121,2020-06-04 17:09:00+00:00,1000
122,2020-06-04 17:10:00+00:00,1000
123,2020-06-04 17:11:00+00:00,1000
124,2020-06-04 17:12:00+00:00,1000
125,2020-06-04 17:13:00+00:00,1000
126,2020-06-04 17:14:00+00:00,1000
127,2020-06-04 17:15:00+00:00,1000
128,2020-06-04 17:16:00+00:00,1000
129,2020-06-04 17:17:00+00:00,1000
130,2020-06-04 17:18:00+00:00,1000
131,2020-06-04 17:19:00+00:00,1000
132,2020-06-04 17:20:00+00:00,1000
133,2020-06-04 17:21:00+00:00,1000
134,2020-06-04 17:22:00+00:00,1000
135,2020-06-04 17:23:00+00:00,1000
136,2020-06-04 17:24:00+00:00,1000
137,2020-06-04 17:25:00+00:00,1000
138,2020-06-04 17:26:00+00:00,1000
139,2020-06-04 17:27:00+00:00,1000
